1710870035:37683,B001,0.0000
1710870035:197698,B001,0.0000
1710870035:267706,B001,0.0000
1710870035:427716,B001,0.0000
1710870035:457717,B001,0.0000
1710870035:587730,B001,0.0000
1710870035:617730,B001,0.0000
1710870035:784071,B003,22.0000,22.0000,24.0000,150.0000
1710870035:847748,B001,0.0000
1710870035:877743,B001,0.0000
1710870036:7752,B001,0.0000
1710870036:37757,B001,0.0000
1710870036:197766,B001,0.0000
1710870036:267771,B001,0.0000
1710870036:427783,B001,0.0000
1710870036:457788,B001,0.0000
1710870036:587798,B001,0.0000
1710870036:617793,B001,0.0000
1710870036:784146,B003,22.0000,22.0000,24.0000,150.0000
1710870036:847813,B001,0.0000
1710870036:877810,B001,0.0000
1710870037:7820,B001,0.0000
1710870037:38638,B001,0.0000
1710870037:197837,B001,0.0000
1710870037:267840,B001,0.0000
1710870037:427856,B001,0.0000
1710870037:457860,B001,0.0000
1710870037:587868,B001,0.0000
1710870037:617862,B001,0.0000
1710870037:784211,B003,22.0000,22.0000,24.0000,150.0000
1710870037:847881,B001,0.0000
1710870037:877877,B001,0.0000
1710870038:7889,B001,0.0000
1710870038:37893,B001,0.0000
1710870038:197903,B001,0.0000
1710870038:267906,B001,0.0000
1710870038:427922,B001,0.0000
1710870038:457921,B001,0.0000
1710870038:587930,B001,0.0000
1710870038:617933,B001,0.0000
1710870038:784276,B003,22.0000,22.0000,24.0000,150.0000
1710870038:847949,B001,0.0000
1710870038:877955,B001,0.0000
1710870039:7959,B001,0.0000
1710870039:37964,B001,0.0000
1710870039:197977,B001,0.0000
1710870039:267974,B001,0.0000
1710870039:427990,B001,0.0000
1710870039:457991,B001,0.0000
1710870039:588003,B001,0.0000
1710870039:618003,B001,0.0000
1710870039:784365,B003,22.0000,22.0000,24.0000,150.0000
1710870039:848024,B001,0.0000
1710870039:878022,B001,0.0000
1710870039:986358,B003,22.0000,22.0000,24.0000,150.0000
1710870040:8026,B001,0.0000
1710870040:38033,B001,0.0000
1710870040:198044,B001,0.0000
1710870040:268046,B001,0.0000
1710870040:428055,B001,0.0000
1710870040:458065,B001,0.0000
1710870040:588104,B001,0.0000
1710870040:618074,B001,0.0000
1710870040:784427,B003,22.0000,22.0000,24.0000,150.0000
1710870040:848086,B001,0.0000
1710870040:878085,B001,0.0000
1710870041:8096,B001,0.0000
1710870041:38104,B001,0.0000
1710870041:198111,B001,0.0000
1710870041:268119,B001,0.0000
1710870041:428128,B001,0.0000
1710870041:458135,B001,0.0000
1710870041:588154,B001,0.0000
1710870041:618141,B001,0.0000
1710870041:784501,B003,22.0000,22.0000,24.0000,150.0000
1710870041:848160,B001,0.0000
1710870041:878156,B001,0.0000
1710870042:8164,B001,0.0000
1710870042:38166,B001,0.0000
1710870042:198208,B001,0.0000
1710870042:268186,B001,0.0000
1710870042:428193,B001,0.0000
1710870042:458217,B001,0.0000
1710870042:588213,B001,0.0000
1710870042:618228,B001,0.0000
1710870042:784558,B003,22.0000,22.0000,24.0000,150.0000
1710870042:848228,B001,0.0000
1710870042:878241,B001,0.0000
1710870042:986563,B003,22.0000,22.0000,24.0000,150.0000
1710870043:8238,B001,0.0000
1710870043:38263,B001,0.0000
1710870043:198273,B001,0.0000
1710870043:268254,B001,0.0000
1710870043:428263,B001,0.0000
1710870043:458287,B001,0.0000
1710870043:588276,B001,0.0000
1710870043:618290,B001,0.0000
1710870043:784620,B003,22.0000,22.0000,24.0000,150.0000
1710870043:848293,B001,0.0000
1710870043:878296,B001,0.0000
1710870044:8302,B001,0.0000
1710870044:38309,B001,0.0000
1710870044:198316,B001,0.0000
1710870044:268318,B001,0.0000
1710870044:428327,B001,0.0000
1710870044:458340,B001,0.0000
1710870044:588340,B001,0.0000
1710870044:618342,B001,0.0000
1710870044:784693,B003,22.0000,22.0000,24.0000,150.0000
1710870044:848364,B001,0.0000
1710870044:878362,B001,0.0000
1710870045:8375,B001,0.0000
1710870045:38375,B001,0.0000
1710870045:198391,B001,0.0000
1710870045:268389,B001,0.0000
1710870045:428398,B001,0.0000
1710870045:458424,B001,0.0000
1710870045:588412,B001,0.0000
1710870045:618424,B001,0.0000
1710870045:784764,B003,22.0000,22.0000,24.0000,150.0000
1710870045:849242,B001,0.0000
1710870045:878448,B001,0.0000
1710870046:8440,B001,0.0000
1710870046:38460,B001,0.0000
1710870046:198469,B001,0.0000
1710870046:268457,B001,0.0000
1710870046:428466,B001,0.0000
1710870046:458475,B001,0.0000
1710870046:588512,B001,0.0000
1710870046:618485,B001,0.0000
1710870046:848501,B001,0.0000
1710870046:878508,B001,0.0000
1710870047:9326,B001,0.0000
1710870047:38512,B001,0.0000
1710870047:198528
